fsn,warehouse,unmoved_quantity,invoice_ref,po_ref,unit_price_without_tax,unit_tax_amount,tax_rate,price_type,component_id,currency,grn_ref,mm_valuations_valuation_ref_id,consignment_ref,dn_ref,irn_ref,mm_valuation_parent_ref_id,mm_valuation_transaction_date,order_ref,rasl_event_id,rasl_event_type,ro_ref,seller_id,shipment_ref,sku,source_event_date,srn_ref,stock_type,variance_ref,vs_ref,entity_id,tax_type,actual_unit_price_without_tax,actual_unit_tax_amount,actual_unit_price_without_tax,igst_tax_rate,igst_unit_tax_amount,igst_actual_unit_tax_amount,sgst_tax_rate,sgst_unit_tax_amount,sgst_actual_unit_tax_amount,cgst_tax_rate,cgst_unit_tax_amount,cgst_actual_unit_tax_amount,cess_tax_rate,cess_unit_tax_amount,cess_actual_unit_tax_amount,mrp,hsn,return_type,return_ref,mm_evnt_event,mm_evnt_quantity,material_group_id
SWSEYFY2K6GMRBBQ,blr_wfld,1,NULL,FINVBW554274,573.54,11.471,2.0,invoice,FKIIN602259,INR,11830153,526564,NULL,NULL,FIBW344217,526564,2014-11-19,NULL,1,SeedEvent,NULL,fki,NULL,SKU0000000000000,2014-11-26,NULL,inventory,NULL,VS15584,526564,CST - Purchase Category (Cost),573.54,11.471,573.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,526564,NULL,NULL
9780195681437,bil,1,NULL,FPOBL528441,250.25,0.0,0.0,invoice,FKIIN492628,INR,9690856,217926,NULL,NULL,FIBL308850,217926,2014-09-19,NULL,1,SeedEvent,NULL,fki,NULL,SKUBOKDBE9YEHESB,2014-11-26,NULL,inventory,NULL,VS11429,217926,CST - Purchase Category (Cost),250.25,0.0,250.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,217926,NULL,NULL
